true_labels,predicted_labels,probabilities
1,3,"[0.10912664979696274, 0.09515656530857086, 0.1230226382613182, 0.18099425733089447, 0.14523831009864807, 0.08580875396728516, 0.07176999747753143, 0.0916389524936676, 0.09724389761686325]"
8,3,"[0.10950812697410583, 0.09523914754390717, 0.12311087548732758, 0.18102103471755981, 0.14328767359256744, 0.08661531656980515, 0.0725475400686264, 0.09119351953268051, 0.09747675061225891]"
3,3,"[0.09908082336187363, 0.09110848605632782, 0.13308827579021454, 0.16211196780204773, 0.1353650987148285, 0.08614650368690491, 0.08563897758722305, 0.09310107678174973, 0.11435876786708832]"
8,3,"[0.08638178557157516, 0.03844721242785454, 0.08727946132421494, 0.2613227069377899, 0.24376221001148224, 0.09208039939403534, 0.07149410247802734, 0.03531593829393387, 0.08391623944044113]"
0,3,"[0.0839841216802597, 0.04957805573940277, 0.10928620398044586, 0.2614835798740387, 0.18273316323757172, 0.09295661002397537, 0.0734885185956955, 0.04716582968831062, 0.09932384639978409]"
3,7,"[0.07598649710416794, 0.10340742021799088, 0.1298045665025711, 0.09964347630739212, 0.12838776409626007, 0.07850652933120728, 0.11800003051757812, 0.13751305639743805, 0.12875060737133026]"
3,7,"[0.0954454243183136, 0.12289520353078842, 0.12382037937641144, 0.10738419741392136, 0.10763616114854813, 0.06890831887722015, 0.12130298465490341, 0.14093537628650665, 0.11167200654745102]"
4,4,"[0.08836826682090759, 0.0367734357714653, 0.08122778683900833, 0.2583930194377899, 0.2598583400249481, 0.08942659944295883, 0.07012160122394562, 0.032940223813056946, 0.08289077132940292]"
3,3,"[0.09458454698324203, 0.04027218371629715, 0.08224697411060333, 0.2622494101524353, 0.24310389161109924, 0.0924287736415863, 0.07283268868923187, 0.034036971628665924, 0.07824458181858063]"
3,3,"[0.09986762702465057, 0.05281078815460205, 0.09953444451093674, 0.23723337054252625, 0.19550663232803345, 0.0904015302658081, 0.07802426815032959, 0.04953356459736824, 0.0970878154039383]"
0,3,"[0.07938174903392792, 0.03906611353158951, 0.09474127739667892, 0.2828517258167267, 0.22131650149822235, 0.08816412836313248, 0.06980908662080765, 0.036346737295389175, 0.08832259476184845]"
4,3,"[0.08277531713247299, 0.04419475793838501, 0.10180746018886566, 0.25329577922821045, 0.22713983058929443, 0.08714959770441055, 0.06680386513471603, 0.042845748364925385, 0.09398765116930008]"
8,7,"[0.10433749109506607, 0.11738958209753036, 0.12551672756671906, 0.1297205239534378, 0.06709768623113632, 0.08781010657548904, 0.10763920843601227, 0.1317819207906723, 0.12870673835277557]"
3,3,"[0.1115717738866806, 0.10875158756971359, 0.13301293551921844, 0.1490745097398758, 0.059058353304862976, 0.0989716649055481, 0.09799674153327942, 0.10603523254394531, 0.13552719354629517]"
3,3,"[0.11337489634752274, 0.10919541120529175, 0.13547298312187195, 0.14847880601882935, 0.05537000671029091, 0.09901037812232971, 0.09849006682634354, 0.10684143751859665, 0.13376599550247192]"
1,3,"[0.11193602532148361, 0.10920682549476624, 0.13387201726436615, 0.14867575466632843, 0.05616628751158714, 0.09941820055246353, 0.09743612259626389, 0.1072797030210495, 0.13600918650627136]"
3,3,"[0.10667753964662552, 0.11300720274448395, 0.12845025956630707, 0.14003732800483704, 0.06474332511425018, 0.09373808652162552, 0.10156791657209396, 0.12282256036996841, 0.12895578145980835]"
5,3,"[0.10651266574859619, 0.1111951544880867, 0.12811832129955292, 0.14269529283046722, 0.06787867099046707, 0.09473048150539398, 0.10041593015193939, 0.11978497356176376, 0.1286684274673462]"
2,3,"[0.10560566186904907, 0.11020403355360031, 0.12861838936805725, 0.14344985783100128, 0.06603332608938217, 0.09668585658073425, 0.10000403970479965, 0.11743825674057007, 0.13196058571338654]"
7,3,"[0.1074495017528534, 0.1157379001379013, 0.12781010568141937, 0.1359325498342514, 0.06427699327468872, 0.09038228541612625, 0.10360555350780487, 0.12810488045215607, 0.1267002522945404]"
0,3,"[0.10798075795173645, 0.11382987350225449, 0.12999778985977173, 0.1406913548707962, 0.0623614527285099, 0.09406419098377228, 0.10040180385112762, 0.12379902601242065, 0.12687382102012634]"
8,3,"[0.1073588952422142, 0.11578074842691422, 0.12945067882537842, 0.13670742511749268, 0.05991163104772568, 0.09256625175476074, 0.10257714241743088, 0.1272841989994049, 0.12836304306983948]"
8,3,"[0.11539943516254425, 0.10462138056755066, 0.1291753351688385, 0.16438286006450653, 0.10961291193962097, 0.08679129928350449, 0.0875280573964119, 0.09690335392951965, 0.10558536648750305]"
6,3,"[0.10458724945783615, 0.10754135996103287, 0.12303483486175537, 0.1482832282781601, 0.13270986080169678, 0.07898659259080887, 0.08854611217975616, 0.11138339340686798, 0.10492733120918274]"
6,3,"[0.12394912540912628, 0.07998353242874146, 0.1268119066953659, 0.22142957150936127, 0.07972542941570282, 0.10489953309297562, 0.08007694035768509, 0.07844429463148117, 0.10467959195375443]"
5,4,"[0.09453171491622925, 0.10495626926422119, 0.12449345737695694, 0.13111186027526855, 0.14587365090847015, 0.07716917991638184, 0.09588953107595444, 0.11211208999156952, 0.11386220157146454]"
4,4,"[0.086757130920887, 0.039008527994155884, 0.12221632152795792, 0.23975206911563873, 0.24093154072761536, 0.10908977687358856, 0.050241220742464066, 0.04036534205079079, 0.07163802534341812]"
0,3,"[0.12488193809986115, 0.10475646704435349, 0.1336391270160675, 0.166209876537323, 0.0700555369257927, 0.09955016523599625, 0.09597139060497284, 0.09497246891260147, 0.10996300727128983]"
5,2,"[0.15550756454467773, 0.10119479149580002, 0.1706778109073639, 0.16831934452056885, 0.028966348618268967, 0.09655249863862991, 0.10813937336206436, 0.09428833425045013, 0.0763539969921112]"
5,3,"[0.1945476531982422, 0.07798808813095093, 0.15426291525363922, 0.2499481588602066, 0.05693238228559494, 0.11668510735034943, 0.052290063351392746, 0.04954367130994797, 0.04780198633670807]"
8,4,"[0.05500855669379234, 0.05443519726395607, 0.14460372924804688, 0.102852463722229, 0.2675629258155823, 0.0908283218741417, 0.07015222311019897, 0.08335108309984207, 0.1312055140733719]"
8,4,"[0.06115363910794258, 0.07277155667543411, 0.14095358550548553, 0.10117180645465851, 0.20513856410980225, 0.08684460073709488, 0.08935333788394928, 0.10732712596654892, 0.1352858990430832]"
6,3,"[0.1135072261095047, 0.06130063906311989, 0.11380203813314438, 0.23932196199893951, 0.14062337577342987, 0.0936613380908966, 0.0774896889925003, 0.06308556348085403, 0.09720813482999802]"
7,3,"[0.11349496990442276, 0.0947115421295166, 0.12072781473398209, 0.18687193095684052, 0.13505782186985016, 0.09387090057134628, 0.0804227963089943, 0.0829744040966034, 0.09186775237321854]"
2,3,"[0.13272207975387573, 0.11134828627109528, 0.14391760528087616, 0.1545332372188568, 0.09033306688070297, 0.08295854926109314, 0.09621268510818481, 0.06521278619766235, 0.12276168912649155]"
6,3,"[0.11467161029577255, 0.08125873655080795, 0.1196044534444809, 0.20019212365150452, 0.13782456517219543, 0.09064324200153351, 0.0842479020357132, 0.07143960148096085, 0.10011778026819229]"
0,0,"[0.1604391187429428, 0.11824194341897964, 0.1539803445339203, 0.15327715873718262, 0.06137910112738609, 0.07206092029809952, 0.0998157188296318, 0.05654331296682358, 0.12426235526800156]"
6,3,"[0.1245768740773201, 0.0921604260802269, 0.13477355241775513, 0.17647145688533783, 0.11529210209846497, 0.08737696707248688, 0.0885453075170517, 0.06407971680164337, 0.11672361940145493]"
5,3,"[0.11393048614263535, 0.08992982655763626, 0.11690767109394073, 0.19649791717529297, 0.1399630904197693, 0.09498085081577301, 0.08189301937818527, 0.07734956592321396, 0.08854745328426361]"
3,3,"[0.11196885257959366, 0.08485079556703568, 0.11706286668777466, 0.197950080037117, 0.1455569714307785, 0.09212139993906021, 0.08041761815547943, 0.07581102848052979, 0.09426037222146988]"
8,3,"[0.10254461318254471, 0.09287683665752411, 0.13750922679901123, 0.1983010321855545, 0.06615659594535828, 0.10501372069120407, 0.08829648047685623, 0.08981189876794815, 0.1194896399974823]"
6,3,"[0.10515327006578445, 0.10350901633501053, 0.13867270946502686, 0.17257803678512573, 0.057697925716638565, 0.10293808579444885, 0.09469964355230331, 0.09827103465795517, 0.1264803111553192]"
0,3,"[0.10307703167200089, 0.0874626636505127, 0.13493674993515015, 0.20678703486919403, 0.07463492453098297, 0.10455260425806046, 0.08541173487901688, 0.08554679155349731, 0.11759047210216522]"
8,3,"[0.10308953374624252, 0.09277059137821198, 0.13924390077590942, 0.20402751863002777, 0.06109370291233063, 0.1051146388053894, 0.09138806164264679, 0.08719823509454727, 0.11607377231121063]"
0,3,"[0.10279683023691177, 0.09557204693555832, 0.13733413815498352, 0.19251224398612976, 0.06418056786060333, 0.10437772423028946, 0.09089882671833038, 0.09132495522499084, 0.1210026666522026]"
2,3,"[0.10256091505289078, 0.09048148989677429, 0.13744141161441803, 0.20452189445495605, 0.06730976700782776, 0.10540290176868439, 0.08678131550550461, 0.08790697902441025, 0.11759337037801743]"
5,3,"[0.10570794343948364, 0.10446100682020187, 0.14073334634304047, 0.1729574203491211, 0.0542539581656456, 0.10320476442575455, 0.09507132321596146, 0.0988934338092804, 0.12471681088209152]"
0,0,"[0.22119057178497314, 0.06838782131671906, 0.20297035574913025, 0.1784401535987854, 0.018355412408709526, 0.0876912772655487, 0.12945371866226196, 0.06146888807415962, 0.03204181790351868]"
1,0,"[0.21572552621364594, 0.0704672783613205, 0.19844301044940948, 0.17999817430973053, 0.020002402365207672, 0.0891568511724472, 0.12773631513118744, 0.06384988874197006, 0.034620534628629684]"
2,3,"[0.11539427936077118, 0.08348392695188522, 0.1430627852678299, 0.23586797714233398, 0.05075908079743385, 0.1051744893193245, 0.09195906668901443, 0.07828786969184875, 0.09601045399904251]"
3,3,"[0.1668768972158432, 0.08199656754732132, 0.17301256954669952, 0.20233343541622162, 0.028328338637948036, 0.09521522372961044, 0.11822091042995453, 0.07577133178710938, 0.058244697749614716]"
1,3,"[0.12042586505413055, 0.10398966073989868, 0.12897664308547974, 0.17067469656467438, 0.08338706940412521, 0.10069940239191055, 0.08908336609601974, 0.09323010593652725, 0.1095331609249115]"
0,3,"[0.11904029548168182, 0.10914519429206848, 0.13724640011787415, 0.1612640619277954, 0.05216875299811363, 0.1028384193778038, 0.08711840212345123, 0.10614143311977386, 0.1250370740890503]"
4,3,"[0.12042492628097534, 0.0925581082701683, 0.12174396961927414, 0.20366168022155762, 0.1279079020023346, 0.10336101055145264, 0.07982071489095688, 0.07364985346794128, 0.07687177509069443]"
1,3,"[0.12020282447338104, 0.10380209982395172, 0.12836308777332306, 0.17163443565368652, 0.08717866241931915, 0.10041823983192444, 0.08887266367673874, 0.09201132506132126, 0.1075165867805481]"
4,3,"[0.12580028176307678, 0.1258089244365692, 0.13721896708011627, 0.14046232402324677, 0.09184685349464417, 0.07109488546848297, 0.09446047246456146, 0.1189015656709671, 0.09440568834543228]"
3,3,"[0.12164127826690674, 0.10311805456876755, 0.12770935893058777, 0.17692840099334717, 0.09147495776414871, 0.10045968741178513, 0.08741765469312668, 0.0889168456196785, 0.10233370214700699]"
4,3,"[0.12478367239236832, 0.09684742242097855, 0.13225902616977692, 0.1701657623052597, 0.10633395612239838, 0.07780240476131439, 0.09711694717407227, 0.060691092163324356, 0.13399964570999146]"
3,4,"[0.07255615293979645, 0.04278603196144104, 0.1143030971288681, 0.18572774529457092, 0.277445524930954, 0.10108897089958191, 0.060025181621313095, 0.043047238141298294, 0.10302003473043442]"
3,3,"[0.13147838413715363, 0.09724888950586319, 0.13701525330543518, 0.21515408158302307, 0.11032108217477798, 0.10339659452438354, 0.06737116724252701, 0.06742303818464279, 0.07059158384799957]"
3,3,"[0.14427031576633453, 0.09747584164142609, 0.14512141048908234, 0.20859740674495697, 0.06780621409416199, 0.11199389398097992, 0.0704515129327774, 0.08142164349555969, 0.07286177575588226]"
3,3,"[0.12567907571792603, 0.09855714440345764, 0.12727779150009155, 0.19363540410995483, 0.10311707109212875, 0.10524706542491913, 0.08189427107572556, 0.08117689937353134, 0.08341521769762039]"
4,3,"[0.11785538494586945, 0.10794960707426071, 0.1342906504869461, 0.1566065102815628, 0.058595459908246994, 0.10037960857152939, 0.09486804902553558, 0.10406913608312607, 0.1253855675458908]"
3,3,"[0.12960416078567505, 0.09903600066900253, 0.13198654353618622, 0.19105207920074463, 0.08096376061439514, 0.1075584888458252, 0.08332064747810364, 0.0863598883152008, 0.09011845290660858]"
4,3,"[0.11523137986660004, 0.09796743839979172, 0.12317349761724472, 0.18008671700954437, 0.1291312873363495, 0.08882074803113937, 0.08112416416406631, 0.08696907013654709, 0.0974956676363945]"
3,3,"[0.1118374913930893, 0.0968223288655281, 0.12269183993339539, 0.1784868836402893, 0.1374189406633377, 0.08540483564138412, 0.07708379626274109, 0.0917142704129219, 0.09853959083557129]"
6,3,"[0.11808405071496964, 0.1050318032503128, 0.12898893654346466, 0.16313527524471283, 0.11444112658500671, 0.07778721302747726, 0.09103159606456757, 0.08084569126367569, 0.12065433710813522]"
3,3,"[0.1226940006017685, 0.10439853370189667, 0.13353592157363892, 0.1632947474718094, 0.1108342707157135, 0.08195488899946213, 0.09112752228975296, 0.07299204915761948, 0.11916812509298325]"
1,3,"[0.11943098902702332, 0.0985422283411026, 0.13123032450675964, 0.17414957284927368, 0.12049336731433868, 0.08820164948701859, 0.0841347798705101, 0.07647281885147095, 0.10734432190656662]"
8,3,"[0.13023999333381653, 0.1177414134144783, 0.1359189748764038, 0.14774608612060547, 0.08720611035823822, 0.0719536617398262, 0.10651440173387527, 0.06595197319984436, 0.13672739267349243]"
5,3,"[0.1358196884393692, 0.10324294865131378, 0.15840023756027222, 0.2072807103395462, 0.08753018826246262, 0.1005321592092514, 0.058468468487262726, 0.07765189558267593, 0.07107371836900711]"
3,3,"[0.11295349895954132, 0.1033443808555603, 0.12319748848676682, 0.1690167933702469, 0.1238032802939415, 0.09146233648061752, 0.08652450144290924, 0.0936526209115982, 0.09604509174823761]"
4,3,"[0.10762988775968552, 0.0965738371014595, 0.12281592935323715, 0.17338640987873077, 0.14295877516269684, 0.0862090140581131, 0.07620029151439667, 0.09464000910520554, 0.09958581626415253]"
4,3,"[0.13560475409030914, 0.1035362184047699, 0.15783196687698364, 0.20540699362754822, 0.08628487586975098, 0.10048116743564606, 0.05910789594054222, 0.07907047867774963, 0.07267560064792633]"
4,3,"[0.14491471648216248, 0.10078715533018112, 0.1671375334262848, 0.22277285158634186, 0.08067639172077179, 0.10385511070489883, 0.05048755556344986, 0.06751389056444168, 0.06185479462146759]"
3,3,"[0.1121865063905716, 0.1053265631198883, 0.12337137013673782, 0.16320887207984924, 0.11892534047365189, 0.08801474422216415, 0.08844093978404999, 0.0996835008263588, 0.10084225982427597]"
5,3,"[0.10997483879327774, 0.10318423807621002, 0.12528349459171295, 0.15973234176635742, 0.12365945428609848, 0.08259213715791702, 0.08569922298192978, 0.10312135517597198, 0.1067529022693634]"
0,3,"[0.11171688884496689, 0.10721783339977264, 0.12398410588502884, 0.1591150462627411, 0.11944320797920227, 0.08392272889614105, 0.08857769519090652, 0.10328793525695801, 0.10273447632789612]"
5,3,"[0.1069580614566803, 0.10572384297847748, 0.12413869798183441, 0.15306130051612854, 0.12824009358882904, 0.08091506361961365, 0.0875631645321846, 0.10760200768709183, 0.10579781979322433]"
0,3,"[0.10841488093137741, 0.08136442303657532, 0.12060793489217758, 0.19401493668556213, 0.1499917060136795, 0.08985549956560135, 0.07567103952169418, 0.07825876772403717, 0.10182079672813416]"
2,0,"[0.2577098608016968, 0.13137371838092804, 0.24957677721977234, 0.13296154141426086, 0.02385779656469822, 0.06738021969795227, 0.038609594106674194, 0.022004006430506706, 0.07652652263641357]"
2,3,"[0.11149898171424866, 0.09074953198432922, 0.12452799826860428, 0.18046565353870392, 0.12648144364356995, 0.09003359079360962, 0.08400220423936844, 0.08703725039958954, 0.10520335286855698]"
5,3,"[0.10449473559856415, 0.08261930197477341, 0.1239357739686966, 0.18518586456775665, 0.14338600635528564, 0.07535357028245926, 0.09101942926645279, 0.0632287934422493, 0.1307765394449234]"
0,0,"[0.1715153157711029, 0.16586433351039886, 0.16283461451530457, 0.11627364903688431, 0.04637617990374565, 0.05765042454004288, 0.10438643395900726, 0.07941444218158722, 0.09568464756011963]"
2,0,"[0.16376543045043945, 0.16067659854888916, 0.15749618411064148, 0.11821456998586655, 0.051926180720329285, 0.059064365923404694, 0.10584215074777603, 0.08597932755947113, 0.09703513979911804]"
4,0,"[0.17310063540935516, 0.1627596616744995, 0.16688115894794464, 0.12063022702932358, 0.04630502685904503, 0.05938134714961052, 0.09909888356924057, 0.07721041887998581, 0.09463267028331757]"
7,0,"[0.1955113410949707, 0.1306414157152176, 0.1821051687002182, 0.1504344940185547, 0.03880841284990311, 0.07182690501213074, 0.07834029197692871, 0.05476998910307884, 0.09756194055080414]"
1,3,"[0.12068867683410645, 0.09867559373378754, 0.13481056690216064, 0.16466541588306427, 0.11882190406322479, 0.08262331783771515, 0.09460215270519257, 0.05662619322538376, 0.12848615646362305]"
2,2,"[0.16852602362632751, 0.1262531280517578, 0.16870994865894318, 0.1479024738073349, 0.054350752383470535, 0.0752524882555008, 0.0905141830444336, 0.05498361960053444, 0.11350739002227783]"
2,0,"[0.18648405373096466, 0.1294843554496765, 0.1821698546409607, 0.15129591524600983, 0.04301748797297478, 0.07416250556707382, 0.078616201877594, 0.05522604659199715, 0.09954355657100677]"
2,3,"[0.12895141541957855, 0.1051831766963005, 0.13875769078731537, 0.17123359441757202, 0.10227885842323303, 0.08839497715234756, 0.08965308219194412, 0.06799419969320297, 0.10755293071269989]"
2,3,"[0.11192882061004639, 0.08411005139350891, 0.11813116073608398, 0.19833193719387054, 0.15515002608299255, 0.09230146557092667, 0.0760384127497673, 0.06931308656930923, 0.0946950763463974]"
0,0,"[0.17119047045707703, 0.13182629644870758, 0.16247522830963135, 0.14761567115783691, 0.05291751027107239, 0.07221831381320953, 0.08716177940368652, 0.07529014348983765, 0.09930464625358582]"
0,0,"[0.19045528769493103, 0.13076086342334747, 0.1750757098197937, 0.15062880516052246, 0.04186488315463066, 0.0714770257472992, 0.08083328604698181, 0.061701126396656036, 0.09720291942358017]"
4,0,"[0.1673985868692398, 0.13417482376098633, 0.15568149089813232, 0.14261989295482635, 0.055407457053661346, 0.06984196603298187, 0.09396034479141235, 0.07754635810852051, 0.10336912423372269]"
3,3,"[0.16971464455127716, 0.07805108278989792, 0.12960238754749298, 0.24032720923423767, 0.08183460682630539, 0.11520499736070633, 0.0752425342798233, 0.05778704211115837, 0.05223546549677849]"
4,3,"[0.1194489374756813, 0.10243493318557739, 0.12936069071292877, 0.18064428865909576, 0.1037411168217659, 0.09981964528560638, 0.08031783998012543, 0.09020683169364929, 0.09402573853731155]"
3,3,"[0.18762433528900146, 0.06164892390370369, 0.14176256954669952, 0.22912536561489105, 0.07361157238483429, 0.10911773145198822, 0.09882184863090515, 0.05127573758363724, 0.04701182246208191]"
4,3,"[0.19073793292045593, 0.06208645924925804, 0.14549413323402405, 0.22584490478038788, 0.06782234460115433, 0.107860267162323, 0.10199638456106186, 0.0519779808819294, 0.046179547905921936]"
8,3,"[0.15166756510734558, 0.07161037623882294, 0.12955082952976227, 0.2382303774356842, 0.06715360283851624, 0.10468973219394684, 0.09495565295219421, 0.06807998567819595, 0.07406198233366013]"
5,3,"[0.10494586080312729, 0.06508240848779678, 0.10350757837295532, 0.2284564971923828, 0.19463573396205902, 0.09300783276557922, 0.0700695812702179, 0.056485552340745926, 0.08380895853042603]"
4,3,"[0.13207457959651947, 0.07546886801719666, 0.1200503557920456, 0.23483914136886597, 0.09239626675844193, 0.10675664991140366, 0.08421136438846588, 0.06985461711883545, 0.08434812724590302]"
6,3,"[0.14432957768440247, 0.05982845276594162, 0.13417311012744904, 0.2260109782218933, 0.11838145554065704, 0.10669475793838501, 0.09388421475887299, 0.0556042306125164, 0.06109321862459183]"
6,3,"[0.17504173517227173, 0.05537944287061691, 0.1437273770570755, 0.22810855507850647, 0.0898648053407669, 0.10615546256303787, 0.10437871515750885, 0.04944310337305069, 0.04790084436535835]"
3,3,"[0.1627330332994461, 0.07019756734371185, 0.18706898391246796, 0.19597679376602173, 0.04119652509689331, 0.09691145271062851, 0.12411253899335861, 0.06684047728776932, 0.05496261641383171]"
2,3,"[0.1036912351846695, 0.06561179459095001, 0.12515267729759216, 0.2239322066307068, 0.15792261064052582, 0.10246077179908752, 0.07000008225440979, 0.0619112066924572, 0.0893174409866333]"
6,3,"[0.18008682131767273, 0.06403136253356934, 0.19358894228935242, 0.19524984061717987, 0.03671287000179291, 0.0944710522890091, 0.1306993067264557, 0.06069199740886688, 0.044467806816101074]"
8,3,"[0.1710599809885025, 0.0654221698641777, 0.18288178741931915, 0.20064550638198853, 0.04603986814618111, 0.09759265929460526, 0.12362398952245712, 0.062115225940942764, 0.05061885342001915]"
3,3,"[0.1941031813621521, 0.08532947301864624, 0.16736556589603424, 0.23841357231140137, 0.08718143403530121, 0.10868425667285919, 0.033565666526556015, 0.030253104865550995, 0.055103849619627]"
0,3,"[0.1520395576953888, 0.07042407244443893, 0.11154166609048843, 0.25679585337638855, 0.1490797996520996, 0.1132471039891243, 0.054066386073827744, 0.03677383065223694, 0.05603174865245819]"
5,3,"[0.1317247748374939, 0.07654434442520142, 0.10714693367481232, 0.24388809502124786, 0.16130033135414124, 0.10766346007585526, 0.06404313445091248, 0.04804655909538269, 0.059642400592565536]"
1,3,"[0.2044290155172348, 0.0672466829419136, 0.1611081063747406, 0.20540985465049744, 0.04869236424565315, 0.10188788175582886, 0.11289387941360474, 0.05582498759031296, 0.04250733181834221]"
1,3,"[0.10886424779891968, 0.07731961458921432, 0.1169133186340332, 0.20347586274147034, 0.1551295667886734, 0.09049469977617264, 0.07572561502456665, 0.07410452514886856, 0.09797254949808121]"
3,3,"[0.10935645550489426, 0.07897499203681946, 0.11699233949184418, 0.20183725655078888, 0.15282458066940308, 0.09080613404512405, 0.07665126770734787, 0.0750124603509903, 0.09754455089569092]"
3,3,"[0.11484227329492569, 0.06885412335395813, 0.11475017666816711, 0.22812914848327637, 0.13995200395584106, 0.09444469958543777, 0.08096973598003387, 0.06457917392253876, 0.09347862005233765]"
2,3,"[0.14526307582855225, 0.08080144226551056, 0.1368001252412796, 0.24284771084785461, 0.0722527951002121, 0.10942511260509491, 0.0706983283162117, 0.07041878253221512, 0.07149259001016617]"
5,3,"[0.11041951924562454, 0.08129427582025528, 0.11528213322162628, 0.20055370032787323, 0.14847692847251892, 0.09209325909614563, 0.08055202662944794, 0.07541206479072571, 0.09591608494520187]"
1,0,"[0.24601279199123383, 0.14116618037223816, 0.24184326827526093, 0.13493165373802185, 0.023126773536205292, 0.06315641105175018, 0.04468787461519241, 0.03384850174188614, 0.071226567029953]"
7,2,"[0.18690960109233856, 0.14914989471435547, 0.18888530135154724, 0.13869944214820862, 0.040309395641088486, 0.06649275124073029, 0.07447167485952377, 0.07283206284046173, 0.08224985748529434]"
8,2,"[0.20732209086418152, 0.14328902959823608, 0.216844841837883, 0.14405767619609833, 0.033286239951848984, 0.06798401474952698, 0.05753081291913986, 0.054958414286375046, 0.0747268870472908]"
5,2,"[0.19370394945144653, 0.15034881234169006, 0.19833959639072418, 0.1376362442970276, 0.038514863699674606, 0.06565768271684647, 0.07026847451925278, 0.06465329229831696, 0.0808771625161171]"
0,3,"[0.09914129972457886, 0.05430153012275696, 0.1072661429643631, 0.24435974657535553, 0.1748683899641037, 0.09088945388793945, 0.07616826891899109, 0.05276377499103546, 0.10024135559797287]"
7,3,"[0.10265954583883286, 0.0731748715043068, 0.12677307426929474, 0.23463726043701172, 0.09688878059387207, 0.10223870724439621, 0.08192166686058044, 0.07132735103368759, 0.1103786826133728]"
7,3,"[0.1103501170873642, 0.10503638535737991, 0.14402294158935547, 0.18362896144390106, 0.04436900094151497, 0.10553654283285141, 0.08966001123189926, 0.09945476055145264, 0.11794128268957138]"
2,3,"[0.10962043702602386, 0.10337638109922409, 0.14153985679149628, 0.18106797337532043, 0.04921144247055054, 0.10586228221654892, 0.08738670498132706, 0.0997721329331398, 0.1221628338098526]"
1,3,"[0.10763838142156601, 0.10161244124174118, 0.1431334763765335, 0.1881580799818039, 0.0485425628721714, 0.10666344314813614, 0.0868702083826065, 0.09795551747083664, 0.11942584067583084]"
7,3,"[0.10752871632575989, 0.09983821958303452, 0.14321142435073853, 0.19533784687519073, 0.04791931062936783, 0.10690654069185257, 0.08712631464004517, 0.09527070820331573, 0.11686085164546967]"
5,3,"[0.11923666298389435, 0.11095830053091049, 0.14753906428813934, 0.16266706585884094, 0.04012281447649002, 0.10273566842079163, 0.09390991926193237, 0.1062944084405899, 0.11653612554073334]"
8,3,"[0.10862009227275848, 0.06954845041036606, 0.12901806831359863, 0.2384548783302307, 0.11137833446264267, 0.09523193538188934, 0.07603758573532104, 0.06980044394731522, 0.10191025584936142]"
5,3,"[0.19068169593811035, 0.08907218277454376, 0.19440731406211853, 0.24694398045539856, 0.044290050864219666, 0.10964566469192505, 0.031014466658234596, 0.04575361683964729, 0.048190947622060776]"
0,3,"[0.1836463063955307, 0.08809191733598709, 0.1836358904838562, 0.24955745041370392, 0.05163707211613655, 0.11032550781965256, 0.03529416397213936, 0.04693780094385147, 0.05087403208017349]"
3,3,"[0.11407455056905746, 0.0607638880610466, 0.11538924276828766, 0.2742348313331604, 0.10131535679101944, 0.10115396976470947, 0.08536658436059952, 0.05796293169260025, 0.08973868191242218]"
4,3,"[0.15878692269325256, 0.08145659416913986, 0.12733975052833557, 0.23962272703647614, 0.09217970818281174, 0.11564585566520691, 0.0713082104921341, 0.058389224112033844, 0.05527108162641525]"
1,3,"[0.12391941994428635, 0.09548277407884598, 0.13329775631427765, 0.20292508602142334, 0.10330091416835785, 0.1031109020113945, 0.07422532886266708, 0.08017732203006744, 0.08356054872274399]"
2,3,"[0.13759826123714447, 0.1003853976726532, 0.15035131573677063, 0.2144513577222824, 0.08327644318342209, 0.10862402617931366, 0.061091162264347076, 0.07568162679672241, 0.06854040175676346]"
0,3,"[0.18277227878570557, 0.08913609385490417, 0.18108929693698883, 0.2479369044303894, 0.04782028868794441, 0.11237051337957382, 0.03664004057645798, 0.051551785320043564, 0.05068271607160568]"
3,3,"[0.15935936570167542, 0.09379206597805023, 0.15874403715133667, 0.2317759096622467, 0.05503951758146286, 0.11338856816291809, 0.05476116016507149, 0.07122856378555298, 0.06191079318523407]"
1,3,"[0.1412426382303238, 0.09924313426017761, 0.15343108773231506, 0.2195953130722046, 0.07843510806560516, 0.10891168564558029, 0.05848855897784233, 0.07383090257644653, 0.06682150810956955]"
4,3,"[0.11227289587259293, 0.09965509176254272, 0.12752604484558105, 0.1702955812215805, 0.1006278321146965, 0.09695891290903091, 0.08555944263935089, 0.09335678815841675, 0.11374739557504654]"
1,3,"[0.11156045645475388, 0.10275465250015259, 0.12848372757434845, 0.16306908428668976, 0.08778436481952667, 0.09762948751449585, 0.09010624885559082, 0.09758858382701874, 0.12102334201335907]"
4,3,"[0.12075839191675186, 0.1032504066824913, 0.12599852681159973, 0.19075293838977814, 0.12401150912046432, 0.09755465388298035, 0.07769306004047394, 0.0813077762722969, 0.07867277413606644]"
0,3,"[0.10767276585102081, 0.094475157558918, 0.1226082295179367, 0.18040864169597626, 0.15027281641960144, 0.08422339707612991, 0.07029744237661362, 0.09282485395669937, 0.09721670299768448]"
6,3,"[0.10828880220651627, 0.09449183195829391, 0.12284164875745773, 0.18000513315200806, 0.14510230720043182, 0.08617091178894043, 0.07194752246141434, 0.09255116432905197, 0.09860071539878845]"
6,3,"[0.109331414103508, 0.09465472400188446, 0.12292677909135818, 0.18129542469978333, 0.14213332533836365, 0.08785378187894821, 0.072944775223732, 0.09080477058887482, 0.09805501997470856]"
